timestamp,user,src_ip,event,success
2025-01-01 06:01:42.118483412,bob,10.0.0.93,ssh_open,1
2025-01-01 06:01:44.096618357,alice,10.0.3.199,logout,1
2025-01-01 06:03:04.363247863,carol,10.0.0.26,login,1
2025-01-01 06:06:21.371024734,dave,10.0.0.114,logout,1
2025-01-01 06:08:31.592417061,bob,10.0.0.18,login,0
2025-01-01 06:08:41.483091787,alice,10.0.2.120,login,1
2025-01-01 06:09:13.589743589,carol,10.0.1.206,logout,1
2025-01-01 06:11:26.667844522,dave,10.0.0.71,login,1
2025-01-01 06:15:21.066350710,bob,10.0.1.52,login,1
2025-01-01 06:15:22.816239316,carol,10.0.2.123,logout,1
2025-01-01 06:15:38.869565217,alice,10.0.2.71,login,1
2025-01-01 06:16:31.964664310,dave,10.0.1.218,login,1
2025-01-01 06:21:32.042735042,carol,10.0.0.144,ssh_open,1
2025-01-01 06:21:37.261484098,dave,10.0.3.100,ssh_open,1
2025-01-01 06:22:10.540284360,bob,10.0.2.5,logout,0
2025-01-01 06:22:36.256038647,alice,10.0.3.142,ssh_open,0
2025-01-01 06:26:42.558303886,dave,10.0.1.135,login,1
2025-01-01 06:27:41.269230769,carol,10.0.2.250,passwd_change,1
2025-01-01 06:29:00.014218009,bob,10.0.1.116,passwd_change,1
2025-01-01 06:29:33.642512077,alice,10.0.1.129,login,0
2025-01-01 06:31:47.855123674,dave,10.0.3.249,logout,1
2025-01-01 06:33:50.495726495,carol,10.0.2.155,passwd_change,1
2025-01-01 06:35:49.488151658,bob,10.0.3.162,login,1
2025-01-01 06:36:31.028985507,alice,10.0.2.10,login,1
2025-01-01 06:36:53.151943462,dave,10.0.0.48,login,1
2025-01-01 06:39:59.722222222,carol,10.0.3.108,login,1
2025-01-01 06:41:58.448763250,dave,10.0.2.77,login,1
2025-01-01 06:42:38.962085308,bob,10.0.3.88,login,1
2025-01-01 06:43:28.415458937,alice,10.0.0.63,login,1
2025-01-01 06:46:08.948717948,carol,10.0.3.94,login,1
2025-01-01 06:47:03.745583038,dave,10.0.0.8,passwd_change,1
2025-01-01 06:49:28.436018957,bob,10.0.1.107,login,1
2025-01-01 06:50:25.801932367,alice,10.0.0.112,login,1
2025-01-01 06:52:09.042402826,dave,10.0.1.100,logout,1
2025-01-01 06:52:18.175213675,carol,10.0.0.107,login,1
2025-01-01 06:52:18.175213675,carol,203.0.113.130,login,0
2025-01-01 06:56:17.909952606,bob,10.0.3.244,login,1
2025-01-01 06:57:14.339222614,dave,10.0.2.51,logout,1
2025-01-01 06:57:23.188405797,alice,10.0.2.167,login,1
2025-01-01 06:58:27.401709401,carol,10.0.0.31,logout,1
2025-01-01 07:02:19.636042402,dave,10.0.2.173,login,1
2025-01-01 07:03:07.383886255,bob,10.0.3.191,login,1
2025-01-01 07:04:20.574879227,alice,10.0.1.218,login,1
2025-01-01 07:04:36.628205128,carol,10.0.3.202,ssh_open,1
2025-01-01 07:07:24.932862190,dave,10.0.1.47,login,1
2025-01-01 07:09:56.857819905,bob,10.0.2.138,login,1
2025-01-01 07:10:45.854700854,carol,10.0.0.213,login,1
2025-01-01 07:11:17.961352657,alice,10.0.2.21,login,1
2025-01-01 07:12:30.229681978,dave,10.0.2.172,login,1
2025-01-01 07:16:46.331753554,bob,10.0.3.73,login,1
2025-01-01 07:16:55.081196581,carol,10.0.0.73,login,1
2025-01-01 07:17:35.526501766,dave,10.0.1.67,login,1
2025-01-01 07:18:15.347826086,alice,10.0.3.146,login,1
2025-01-01 07:22:40.823321554,dave,10.0.2.91,login,1
2025-01-01 07:23:04.307692307,carol,10.0.2.78,login,1
2025-01-01 07:23:35.805687203,bob,10.0.1.228,login,0
2025-01-01 07:25:12.734299516,alice,10.0.2.144,login,1
2025-01-01 07:27:46.120141342,dave,10.0.1.89,login,1
2025-01-01 07:29:13.534188034,carol,10.0.2.223,login,1
2025-01-01 07:30:25.279620853,bob,10.0.1.60,ssh_open,0
2025-01-01 07:32:10.120772946,alice,10.0.2.24,logout,1
2025-01-01 07:32:51.416961130,dave,10.0.1.183,login,1
2025-01-01 07:35:22.760683760,carol,10.0.0.7,login,0
2025-01-01 07:37:14.753554502,bob,10.0.2.83,logout,1
2025-01-01 07:37:56.713780918,dave,10.0.1.119,login,1
2025-01-01 07:39:07.507246376,alice,10.0.2.202,login,1
2025-01-01 07:41:31.987179487,carol,10.0.3.133,login,1
2025-01-01 07:43:02.010600706,dave,10.0.2.92,login,0
2025-01-01 07:44:04.227488151,bob,203.0.113.56,login,0
2025-01-01 07:44:04.227488151,bob,10.0.3.231,login,1
2025-01-01 07:46:04.893719806,alice,10.0.1.154,login,0
2025-01-01 07:47:41.213675213,carol,10.0.2.118,ssh_open,1
2025-01-01 07:48:07.307420494,dave,10.0.0.217,login,1
2025-01-01 07:50:53.701421800,bob,10.0.1.135,login,1
2025-01-01 07:53:02.280193236,alice,10.0.0.89,login,1
2025-01-01 07:53:12.604240282,dave,10.0.0.146,passwd_change,1
2025-01-01 07:53:50.440170940,carol,10.0.1.176,login,1
2025-01-01 07:57:43.175355450,bob,10.0.3.189,login,1
2025-01-01 07:58:17.901060070,dave,10.0.1.55,logout,1
2025-01-01 07:59:59.666666666,carol,203.0.113.7,login,0
2025-01-01 07:59:59.666666666,alice,10.0.1.250,passwd_change,1
2025-01-01 07:59:59.666666666,carol,10.0.2.42,logout,1
2025-01-01 08:03:23.197879858,dave,10.0.0.229,login,1
2025-01-01 08:04:32.649289099,bob,10.0.0.151,login,0
2025-01-01 08:06:08.893162393,carol,10.0.2.170,logout,1
2025-01-01 08:06:08.893162393,carol,203.0.113.79,login,0
2025-01-01 08:06:57.053140096,alice,10.0.0.71,passwd_change,1
2025-01-01 08:08:28.494699646,dave,10.0.1.88,logout,1
2025-01-01 08:11:22.123222748,bob,10.0.2.166,logout,1
2025-01-01 08:12:18.119658119,carol,10.0.0.96,login,1
2025-01-01 08:13:33.791519434,dave,10.0.2.10,logout,1
2025-01-01 08:13:54.439613526,alice,10.0.1.253,login,1
2025-01-01 08:18:11.597156398,bob,10.0.0.77,passwd_change,1
2025-01-01 08:18:27.346153846,carol,10.0.3.158,login,1
2025-01-01 08:18:39.088339222,dave,10.0.2.126,login,1
2025-01-01 08:20:51.826086956,alice,10.0.3.9,login,1
2025-01-01 08:23:44.385159010,dave,10.0.2.32,login,1
2025-01-01 08:24:36.572649572,carol,10.0.0.11,logout,1
2025-01-01 08:25:01.071090047,bob,10.0.3.62,ssh_open,1
2025-01-01 08:27:49.212560386,alice,10.0.0.209,login,1
2025-01-01 08:28:49.681978798,dave,10.0.3.61,login,0
2025-01-01 08:30:45.799145299,carol,10.0.2.118,login,1
2025-01-01 08:31:50.545023696,bob,10.0.1.82,ssh_open,1
2025-01-01 08:33:54.978798586,dave,10.0.2.190,login,1
2025-01-01 08:34:46.599033816,alice,10.0.0.218,login,1
2025-01-01 08:36:55.025641025,carol,10.0.3.133,ssh_open,0
2025-01-01 08:38:40.018957345,bob,10.0.0.40,ssh_open,1
2025-01-01 08:39:00.275618374,dave,10.0.1.34,logout,1
2025-01-01 08:41:43.985507246,alice,10.0.1.234,login,1
2025-01-01 08:43:04.252136752,carol,10.0.3.55,login,0
2025-01-01 08:44:05.572438162,dave,10.0.1.205,ssh_open,1
2025-01-01 08:45:29.492890995,bob,10.0.1.223,ssh_open,1
2025-01-01 08:48:41.371980676,alice,10.0.1.111,login,1
2025-01-01 08:49:10.869257950,dave,10.0.3.238,login,1
2025-01-01 08:49:13.478632478,carol,10.0.1.36,logout,1
2025-01-01 08:52:18.966824644,bob,10.0.0.72,login,1
2025-01-01 08:54:16.166077738,dave,10.0.0.155,logout,1
2025-01-01 08:55:22.705128205,carol,10.0.2.48,logout,1
2025-01-01 08:55:38.758454106,alice,10.0.2.33,login,1
2025-01-01 08:59:08.440758293,bob,10.0.0.143,login,1
2025-01-01 08:59:21.462897526,dave,10.0.0.181,login,1
2025-01-01 09:01:31.931623931,carol,10.0.1.88,login,1
2025-01-01 09:02:36.144927536,alice,10.0.2.129,login,1
2025-01-01 09:04:26.759717314,dave,10.0.1.182,login,1
2025-01-01 09:05:57.914691943,bob,10.0.1.202,login,1
2025-01-01 09:05:57.914691943,bob,203.0.113.205,login,0
2025-01-01 09:07:41.158119658,carol,10.0.0.25,login,0
2025-01-01 09:09:32.056537102,dave,10.0.2.253,logout,1
2025-01-01 09:09:33.531400966,alice,10.0.3.254,login,1
2025-01-01 09:12:47.388625592,bob,10.0.2.200,login,1
2025-01-01 09:13:50.384615384,carol,10.0.2.241,ssh_open,1
2025-01-01 09:14:37.353356890,dave,10.0.1.87,login,1
2025-01-01 09:16:30.917874396,alice,10.0.2.104,login,1
2025-01-01 09:19:36.862559241,bob,10.0.2.112,login,0
2025-01-01 09:19:42.650176678,dave,10.0.2.42,login,1
2025-01-01 09:19:59.611111111,carol,10.0.0.103,login,1
2025-01-01 09:23:28.304347826,alice,10.0.1.107,logout,1
2025-01-01 09:24:47.946996466,dave,10.0.0.132,login,1
2025-01-01 09:26:08.837606837,carol,10.0.0.206,login,1
2025-01-01 09:26:26.336492890,bob,10.0.3.121,logout,1
2025-01-01 09:29:53.243816254,dave,10.0.3.136,ssh_open,1
2025-01-01 09:30:25.690821256,alice,10.0.3.82,login,1
2025-01-01 09:32:18.064102564,carol,10.0.1.248,login,1
2025-01-01 09:33:15.810426540,bob,203.0.113.202,login,0
2025-01-01 09:33:15.810426540,bob,10.0.3.253,logout,1
2025-01-01 09:34:58.540636042,dave,10.0.3.46,login,1
2025-01-01 09:37:23.077294685,alice,10.0.0.85,ssh_open,1
2025-01-01 09:38:27.290598290,carol,10.0.0.21,login,1
2025-01-01 09:40:03.837455830,dave,10.0.1.156,login,1
2025-01-01 09:40:05.284360189,bob,10.0.2.172,login,1
2025-01-01 09:44:20.463768115,alice,10.0.0.27,login,1
2025-01-01 09:44:36.517094017,carol,10.0.2.166,logout,1
2025-01-01 09:45:09.134275618,dave,10.0.1.4,login,1
2025-01-01 09:46:54.758293838,bob,10.0.1.207,login,1
2025-01-01 09:50:14.431095406,dave,10.0.0.236,login,1
2025-01-01 09:50:45.743589743,carol,10.0.3.222,logout,1
2025-01-01 09:51:17.850241545,alice,10.0.0.196,logout,1
2025-01-01 09:53:44.232227488,bob,10.0.2.230,login,1
2025-01-01 09:55:19.727915194,dave,10.0.2.68,login,1
2025-01-01 09:56:54.970085470,carol,10.0.3.162,login,1
2025-01-01 09:58:15.236714975,alice,10.0.2.177,ssh_open,1
2025-01-01 10:00:25.024734982,dave,10.0.1.11,logout,1
2025-01-01 10:00:33.706161137,bob,10.0.1.201,login,0
2025-01-01 10:03:04.196581196,carol,10.0.1.109,logout,1
2025-01-01 10:05:12.623188405,alice,10.0.1.183,ssh_open,1
2025-01-01 10:05:30.321554770,dave,10.0.3.28,logout,1
2025-01-01 10:07:23.180094786,bob,10.0.1.48,passwd_change,1
2025-01-01 10:09:13.423076923,carol,10.0.0.110,login,1
2025-01-01 10:10:35.618374558,dave,10.0.3.62,passwd_change,1
2025-01-01 10:12:10.009661835,alice,10.0.0.229,logout,1
2025-01-01 10:14:12.654028436,bob,10.0.0.143,login,1
2025-01-01 10:15:22.649572649,carol,10.0.1.10,login,1
2025-01-01 10:15:40.915194346,dave,10.0.1.70,logout,1
2025-01-01 10:19:07.396135265,alice,10.0.2.239,logout,1
2025-01-01 10:20:46.212014134,dave,10.0.3.9,login,1
2025-01-01 10:21:02.127962085,bob,10.0.1.26,logout,1
2025-01-01 10:21:31.876068376,carol,10.0.0.136,login,1
2025-01-01 10:25:51.508833922,dave,10.0.1.71,login,1
2025-01-01 10:26:04.782608695,alice,10.0.0.127,logout,1
2025-01-01 10:27:41.102564102,carol,10.0.1.253,ssh_open,1
2025-01-01 10:27:51.601895734,bob,10.0.1.166,login,1
2025-01-01 10:30:56.805653710,dave,10.0.1.50,login,1
